minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:waxed_oxidized_copper                   | [block] "Waxed Oxidized Copper"
minecraft:waxed_oxidized_copper_bulb              | [block] "Waxed Oxidized Copper Bulb"
minecraft:waxed_oxidized_copper_door              | [block] "Waxed Oxidized Copper Door"
minecraft:waxed_oxidized_copper_grate             | [block] "Waxed Oxidized Copper Grate"
minecraft:waxed_oxidized_copper_trapdoor          | [block] "Waxed Oxidized Copper Trapdoor"
minecraft:waxed_oxidized_cut_copper               | [block] "Waxed Oxidized Cut Copper"
minecraft:waxed_oxidized_cut_copper_slab          | [block] "Waxed Oxidized Cut Copper Slab"
minecraft:waxed_oxidized_cut_copper_stairs        | [block] "Waxed Oxidized Cut Copper Stairs"
minecraft:waxed_weathered_chiseled_copper         | [block] "Waxed Weathered Chiseled Copper"
minecraft:waxed_weathered_copper                  | [block] "Waxed Weathered Copper"
minecraft:waxed_weathered_copper_bulb             | [block] "Waxed Weathered Copper Bulb"
minecraft:waxed_weathered_copper_door             | [block] "Waxed Weathered Copper Door"
minecraft:waxed_weathered_copper_grate            | [block] "Waxed Weathered Copper Grate"
minecraft:waxed_weathered_copper_trapdoor         | [block] "Waxed Weathered Copper Trapdoor"
minecraft:waxed_weathered_cut_copper              | [block] "Waxed Weathered Cut Copper"
minecraft:waxed_weathered_cut_copper_slab         | [block] "Waxed Weathered Cut Copper Slab"
minecraft:waxed_weathered_cut_copper_stairs       | [block] "Waxed Weathered Cut Copper Stairs"
minecraft:weathered_chiseled_copper               | [block] "Weathered Chiseled Copper"
minecraft:weathered_copper                        | [block] "Weathered Copper"
minecraft:weathered_copper_bulb                   | [block] "Weathered Copper Bulb"
minecraft:weathered_copper_door                   | [block] "Weathered Copper Door"
minecraft:weathered_copper_grate                  | [block] "Weathered Copper Grate"
minecraft:weathered_copper_trapdoor               | [block] "Weathered Copper Trapdoor"
minecraft:weathered_cut_copper                    | [block] "Weathered Cut Copper"
minecraft:weathered_cut_copper_slab               | [block] "Weathered Cut Copper Slab"
minecraft:weathered_cut_copper_stairs             | [block] "Weathered Cut Copper Stairs"
minecraft:weeping_vines                           | [block] "Weeping Vines"
minecraft:weeping_vines_plant                     | [block] "Weeping Vines Plant"
minecraft:wet_sponge                              | [block] "Wet Sponge"
minecraft:wheat                                   | [block] "Wheat Crops"
minecraft:white_banner                            | [block] "White Banner"
minecraft:white_bed                               | [block] "White Bed"
minecraft:white_candle                            | [block] "White Candle"
minecraft:white_candle_cake                       | [block] "Cake with White Candle"
minecraft:white_carpet                            | [block] "White Carpet"
minecraft:white_concrete                          | [block] "White Concrete"
minecraft:white_concrete_powder                   | [block] "White Concrete Powder"
minecraft:white_glazed_terracotta                 | [block] "White Glazed Terracotta"
minecraft:white_shulker_box                       | [block] "White Shulker Box"
minecraft:white_stained_glass                     | [block] "White Stained Glass"
minecraft:white_stained_glass_pane                | [block] "White Stained Glass Pane"
minecraft:white_terracotta                        | [block] "White Terracotta"
minecraft:white_tulip                             | [block] "White Tulip"
minecraft:white_wool                              | [block] "White Wool"
minecraft:wildflowers                             | [block] "Wildflowers"
minecraft:wither_rose                             | [block] "Wither Rose"
minecraft:wither_skeleton_skull                   | [block] "Wither Skeleton Skull"
minecraft:wither_skeleton_wall_skull              | [block] "Wither Skeleton Wall Skull"
minecraft:yellow_banner                           | [block] "Yellow Banner"
minecraft:yellow_bed                              | [block] "Yellow Bed"
minecraft:yellow_candle                           | [block] "Yellow Candle"
minecraft:yellow_candle_cake                      | [block] "Cake with Yellow Candle"
minecraft:yellow_carpet                           | [block] "Yellow Carpet"
minecraft:yellow_concrete                         | [block] "Yellow Concrete"
minecraft:yellow_concrete_powder                  | [block] "Yellow Concrete Powder"
minecraft:yellow_glazed_terracotta                | [block] "Yellow Glazed Terracotta"
minecraft:yellow_shulker_box                      | [block] "Yellow Shulker Box"
minecraft:yellow_stained_glass                    | [block] "Yellow Stained Glass"
minecraft:yellow_stained_glass_pane               | [block] "Yellow Stained Glass Pane"
minecraft:yellow_terracotta                       | [block] "Yellow Terracotta"
minecraft:yellow_wool                             | [block] "Yellow Wool"
minecraft:zombie_head                             | [block] "Zombie Head"
minecraft:zombie_wall_head                        | [block] "Zombie Wall Head"
minecraft:acacia_boat                             | [item] "Acacia Boat"
minecraft:acacia_chest_boat                       | [item] "Acacia Boat with Chest"
minecraft:allay_spawn_egg                         | [item] "Allay Spawn Egg"
minecraft:amethyst_shard                          | [item] "Amethyst Shard"
minecraft:angler_pottery_shard                    | [item] "Angler Pottery Shard"
minecraft:angler_pottery_sherd                    | [item] "Angler Pottery Sherd"
minecraft:apple                                   | [item] "Apple"
minecraft:archer_pottery_shard                    | [item] "Archer Pottery Shard"
minecraft:archer_pottery_sherd                    | [item] "Archer Pottery Sherd"
minecraft:armadillo_scute                         | [item] "Armadillo Scute"
minecraft:armadillo_spawn_egg                     | [item] "Armadillo Spawn Egg"
minecraft:armor_stand                             | [item] "Armor Stand"
minecraft:arms_up_pottery_shard                   | [item] "Arms Up Pottery Shard"
minecraft:arms_up_pottery_sherd                   | [item] "Arms Up Pottery Sherd"
minecraft:arrow                                   | [item] "Arrow"
minecraft:axolotl_bucket                          | [item] "Bucket of Axolotl"
minecraft:axolotl_spawn_egg                       | [item] "Axolotl Spawn Egg"
minecraft:baked_potato                            | [item] "Baked Potato"
minecraft:bamboo_chest_raft                       | [item] "Bamboo Raft with Chest"
minecraft:bamboo_raft                             | [item] "Bamboo Raft"
minecraft:bat_spawn_egg                           | [item] "Bat Spawn Egg"
minecraft:bee_spawn_egg                           | [item] "Bee Spawn Egg"
minecraft:beef                                    | [item] "Raw Beef"
minecraft:beetroot                                | [item] "Beetroot"
minecraft:beetroot_seeds                          | [item] "Beetroot Seeds"
minecraft:beetroot_soup                           | [item] "Beetroot Soup"
minecraft:birch_boat                              | [item] "Birch Boat"
minecraft:birch_chest_boat                        | [item] "Birch Boat with Chest"
minecraft:black_bundle                            | [item] "Black Bundle"
minecraft:black_dye                               | [item] "Black Dye"
minecraft:blade_pottery_shard                     | [item] "Blade Pottery Shard"
minecraft:blade_pottery_sherd                     | [item] "Blade Pottery Sherd"
minecraft:blaze_powder                            | [item] "Blaze Powder"
minecraft:blaze_rod                               | [item] "Blaze Rod"
minecraft:blaze_spawn_egg                         | [item] "Blaze Spawn Egg"
minecraft:blue_bundle                             | [item] "Blue Bundle"
minecraft:blue_dye                                | [item] "Blue Dye"
minecraft:blue_egg                                | [item] "Blue Egg"
minecraft:bogged_spawn_egg                        | [item] "Bogged Spawn Egg"
minecraft:bolt_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:bolt_armor_trim_smithing_template       | [item] "Bolt Armor Trim"
minecraft:bone                                    | [item] "Bone"
minecraft:bone_meal                               | [item] "Bone Meal"
